database;workloadName;phase;run;recordcount;operationcount;productsperorder;componentsperproduct;testparametercount;fieldlength;insertproportion;readproportion;scanproportion;updateproportion;onlynodes;index;overall time (ms);overall throughput (ops/sec);initialise average (ms);sys_load_avg min;sys_load_avg max;sys_load_avg average;sys_load_avg StdD;thread_count min;thread_count max;thread_count average;thread_count StdD;used_mem_mb min;used_mem_mb max;used_mem_mb average;used_mem_mb StdD;cleanup average;insert min (us);insert max (us);insert average (us);insert StdD (us);insertNode min (us);insertNode max (us);insertNode average (us);insertNode StdD (us);insertEdge min (us);insertEdge max (us);insertEdge average (us);insertEdge StdD (us);read min (us);read max (us);read average (us);read StdD (us);scan min (us);scan max (us);scan average (us);scan StdD (us)
sparksee;3.ProbingNodeCountIndex100000Nodes;run;3;1;100000;1;1;1;10;1;0;;0;FALSE;TRUE;17562;5694,112288;285568;1;1;1;0;2;3;2,666666667;0;18;303;167,3333333;0,117;1165824;37;92735;60,85185487;0,2;37;12631;48,33993;0,043;53;92735;70,23589236;0,262;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;load;1;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;9990;0,1001001;9965568;1;1;1;0;3;6;4,5;0,002;15;34;24,5;0,01;78;3922;3923;3923;0;3922;3923;3923;0;;;;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;load;2;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;9801;0,102030405;9777152;2;2;2;0;3;6;4,5;0,002;15;35;25;0,01;108;3498;3499;3499;0;3498;3499;3499;0;;;;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;load;3;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;17345;0,057653502;1,73E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;73;3920;3921;3921;0;3920;3921;3921;0;;;;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;run;1;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;220701;4531,017077;1396224;1;2;1,458333333;0;3;7;6,791666667;0,001;70;1489;631,75;0,421;71;32;2605055;87,15190637;3,384;32;571391;79,09842;2,555;34;2605055;93,19202719;3,891;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;run;2;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;265675;3763,997365;1428992;1;2;1,857142857;0;3;7;6,821428571;0,001;70;1541;789,0357143;0,463;72;31;3215359;106,5597587;5,562;31;1557503;93,169569;4,637;33;3215359;116,6024111;6,165;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;run;3;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;258856;3863,151714;1459712;1;2;1,777777778;0;3;7;6,814814815;0,001;70;1905;752,7777778;0,49;66;31;3094527;102,954898;5,529;31;1141759;86,979553;4,288;33;3094527;114,9364187;6,301;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;load;1;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;964;1,037344398;470912;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;429184;959;959;959;0;959;959;959;0;;;;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;load;2;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;1019;0,981354269;458880;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;498048;957;957;957;0;957;957;957;0;;;;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;load;3;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;492;2,032520325;292224;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;129440;851;851;851;0;851;851;851;0;;;;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;run;1;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,405;;;;;0,105;;;;0,023;;;;0,136;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;run;2;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,409;;;;;0,03;;;;0,022;;;;0,031;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;run;3;1;1000000;1;1;1;10;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,419;;;;;0,244;;;;0,37;;;;0,03;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;load;1;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;17418;0,057411873;1,74E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;77;3800;3801;3801;0;3800;3801;3801;0;;;;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;load;2;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;17987;0,055595708;1,80E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;98;3728;3729;3729;0;3728;3729;3729;0;;;;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;load;3;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;34367;0,029097681;3,42E+07;2;2;2;0;3;7;6;0,002;15;41;29,4;0,009;85;3946;3947;3947;0;3946;3947;3947;0;;;;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;run;1;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;40339;2478,990555;1351168;1;2;1,833333333;0;3;7;6,166666667;0,001;23;218;146,1666667;0,066;73;33;951295;159,0576475;5,391;33;439551;149,98701;4,629;34;951295;165,8606936;5,898;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;run;2;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;67003;1492,470486;1312256;1;2;1,75;0;3;7;6,375;0,001;23;623;259;0,211;71;33;4886527;273,6524866;17,888;33;2185215;226,74822;14,063;34;4886527;308,8310383;20,289;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;run;3;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;108193;924,2742137;2481152;2;2;2;0;3;7;6,583333333;0,001;23;361;177,9166667;0,103;68;33;3473407;444,8655778;20,909;33;2087935;416,49523;17,694;35;3473407;466,1435514;23,028;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;load;1;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;2239;0,446627959;771840;2;2;2;0;2;3;2,5;0,001;10;15;12,5;0,003;1395200;964;964;964;0;964;964;964;0;;;;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;load;2;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;2890;0,346020761;2286592;2;2;2;0;2;3;2,5;0,001;10;15;12,5;0,003;538368;951;951;951;0;951;951;951;0;;;;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;load;3;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;946;1,057082452;492672;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;387712;966;966;966;0;966;966;966;0;;;;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;run;1;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;19979;5005,255518;530176;2;2;2;0;2;3;2,666666667;0;18;339;169;0,132;3030016;39;13703;61,4728027;0,034;39;13703;50,11754;0,047;53;2032;69,98933489;0,015;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;run;2;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;18802;5318,583129;723712;2;2;2;0;2;3;2,666666667;0;18;261;167,3333333;0,107;1854976;39;12903;60,49299282;0,034;39;2691;49,41687;0,019;52;12903;68,800168;0,04;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;run;3;1;100000;1;1;1;50;1;0;;0;FALSE;TRUE;17926;5578,489345;294272;2;2;2;0;2;3;2,666666667;0;18;348;185;0,135;1286656;39;21935;61,25021429;0,057;39;21935;49,90085;0,071;53;12999;69,76232262;0,04;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;load;1;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;17261;0,057934071;1,72E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;77;3622;3623;3623;0;3622;3623;3623;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;load;2;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;18377;0,054415846;1,84E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;23,33333333;0,008;71;3770;3771;3771;0;3770;3771;3771;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;load;3;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;18446;0,054212295;1,84E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;22;0,009;74;3660;3661;3661;0;3660;3661;3661;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;run;1;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;38965;2566,405749;1285632;1;2;1,6;0;3;7;6;0,002;23;349;140,2;0,125;74;33;603135;178,9211525;5,31;33;510975;131,99768;4,199;34;603135;225,7584445;6,224;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;run;2;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;37888;2639,358108;1230336;1;2;1,8;0;3;7;6;0,002;23;532;212,8;0,179;126;32;446207;174,3844763;5,089;32;342527;131,37863;3,979;34;446207;217,3113371;5,995;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;run;3;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;51434;1944,239219;1268224;2;2;2;0;3;7;6,285714286;0,001;23;397;180,7142857;0,113;74;34;657407;241,6903699;6,045;34;657407;210,82398;5,779;36;585215;272,5000699;6,299;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;load;1;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;954;1,048218029;516992;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;368768;968;968;968;0;968;968;968;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;load;2;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;723;1,383125864;396672;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;255424;932;932;932;0;932;932;932;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;load;3;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;744;1,344086022;362624;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;314752;968;968;968;0;968;968;968;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;run;1;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;15122;6612,881894;267136;2;2;2;0;2;3;2,666666667;0;18;299;188,6666667;0,122;1053184;39;3035;59,22694121;0,02;39;3035;50,20378;0,019;52;2973;68,2335303;0,017;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;run;2;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;16179;6180,851721;440448;1;1;1;0;2;3;2,666666667;0;18;278;185;0,118;1886720;39;2415;59,26305799;0,019;39;2415;50,32183;0,017;51;1981;68,18786433;0,016;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;run;3;1;100000;16;32;32;50;1;0;;0;FALSE;TRUE;15971;6261,348695;403584;1;1;1;0;2;3;2,666666667;0;18;289;188,6666667;0,121;1708544;39;11527;59,37004456;0,032;39;11527;50,43896;0,04;51;2513;68,2847261;0,018;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;load;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;5682;0,175994368;3744768;1;1;1;0;3;3;3;0;11;32;21,5;0,011;1422848;490496;490751;490624;0;490496;490751;490624;0;;;;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;load;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;5790;0,172711572;3398656;2;2;2;0;3;3;3;0;11;32;21,5;0,011;1844736;525312;525823;525568;0;525312;525823;525568;0;;;;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;load;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;5539;0,180538003;3695616;1;1;1;0;3;3;3;0;11;32;21,5;0,011;1328640;498432;498687;498560;0;498432;498687;498560;0;;;;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;run;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;1764978;5,665793001;1707520;1;2;1,623595506;0;3;11;9,994382022;0,001;15;144;69,44382022;0,027;3601408;54976;617983;87823,5037;39,269;54976;584191;85841,7152;39,311;59072;617983;89801,33653;39,127;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;run;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;1701382;5,877574819;1751552;1;2;1,534883721;0;3;11;9,994186047;0,001;15;141;70,8255814;0,027;2997248;54944;582655;84677,04056;32,43;54944;405503;82459,84;32,22;59424;582655;86889,81557;32,488;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;run;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;1711224;5,843770307;1860096;1;2;1,63583815;0;3;11;9,98265896;0,001;15;145;71,56069364;0,028;3363840;54432;597503;85143,75624;32,414;54432;597503;83151,2768;32,549;59232;477951;87132,25868;32,156;;;;;;;;
orientdb;2.MoreComplexProduct10000Nodes;load;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;16836;0,059396531;1,68E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;24;0,008;131;3624;3625;3625;0;3624;3625;3625;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct10000Nodes;load;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;16167;0,061854395;1,61E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;23,66666667;0,008;87;3366;3367;3367;0;3366;3367;3367;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct10000Nodes;load;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;16278;0,061432608;1,63E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;24;0,008;88;3686;3687;3687;0;3686;3687;3687;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct10000Nodes;run;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;10697;934,8415444;1286656;2;2;2;0;3;7;5,333333333;0,002;17;141;60,33333333;0,057;111;32;345087;453,5757243;6,971;32;345087;475,6598;7,273;34;317439;431,5357285;6,656;;;;;;;;
orientdb;2.MoreComplexProduct10000Nodes;run;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;9530;1049,317943;1299968;2;2;2;0;3;6;4,5;0,002;17;123;70;0,053;101;33;201983;394,8181319;5,621;33;201983;350,6138;5,269;34;172799;438,9342315;5,951;;;;;;;;
orientdb;2.MoreComplexProduct10000Nodes;run;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;10440;957,8544061;1289728;2;2;2;0;3;7;5,333333333;0,002;17;146;75,33333333;0,053;65;34;219263;439,0929071;5,958;34;219263;480,8725;6,401;35;160383;397,3967066;5,48;;;;;;;;
sparksee;2.MoreComplexProduct10000Nodes;load;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;740;1,351351351;408448;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;261824;954;954;954;0;954;954;954;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct10000Nodes;load;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;745;1,342281879;484224;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;194624;917;917;917;0;917;917;917;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct10000Nodes;load;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;742;1,347708895;330368;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;349056;936;936;936;0;936;936;936;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct10000Nodes;run;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2146;4659,832246;223680;1;1;1;0;2;3;2,5;0,001;12;53;32,5;0,021;477312;38;2443;55,5999001;0,026;38;2443;48,2408;0,031;49;1065;62,94431138;0,016;;;;;;;;
sparksee;2.MoreComplexProduct10000Nodes;run;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2081;4805,382028;198976;1;1;1;0;2;3;2,5;0,001;12;55;33,5;0,022;423040;39;1480;56,66848152;0,024;39;1448;48,776;0,024;51;1480;64,54520958;0,022;;;;;;;;
sparksee;2.MoreComplexProduct10000Nodes;run;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2087;4791,566842;316800;1;1;1;0;2;3;2,5;0,001;12;57;34,5;0,023;237760;39;2012;59,51553447;0,029;39;1712;51,1734;0,026;51;2012;67,84101796;0,029;;;;;;;;
apachejena;2.MoreComplexProduct10000Nodes;load;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2317;0,431592577;1817088;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;321664;153984;154111;154048;0;153984;154111;154048;0;;;;;;;;;;;;
apachejena;2.MoreComplexProduct10000Nodes;load;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2169;0,461041955;1720832;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;310400;112896;112959;112928;0;112896;112959;112928;0;;;;;;;;;;;;
apachejena;2.MoreComplexProduct10000Nodes;load;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2098;0,476644423;1669632;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;208448;197760;197887;197824;0;197760;197887;197824;0;;;;;;;;;;;;
apachejena;2.MoreComplexProduct10000Nodes;run;1;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2277297;4,391170761;448384;1;2;1,209606987;0;2;3;2,995633188;0;15;193;82,59388646;0,043;8196;53856;708095;113669,3147;63,577;53856;630783;113192,2208;63,825;57120;708095;114145,4563;63,325;;;;;;;;
apachejena;2.MoreComplexProduct10000Nodes;run;2;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2643446;3,782940904;448128;1;2;1,026315789;0;2;3;2,996240602;0;15;188;79,84210526;0,046;24216;56320;1040895;131956,3524;75,144;56320;750591;131285,8736;74,222;60864;1040895;132625,493;76,046;;;;;;;;
apachejena;2.MoreComplexProduct10000Nodes;run;3;1;10000;16;32;32;50;1;0;;0;FALSE;TRUE;2582408;3,872354794;450944;1;2;1,011538462;0;2;3;2,996153846;0;16;185;77,4;0,043;47568;53504;716799;128905,0813;70,513;53504;712191;128345,7392;70,717;60832;716799;129463,307;70,304;;;;;;;;
orientdb;1.SimpleProduct1000000Nodes;load;1;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;17587;0,056860181;1,76E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;107;3508;3509;3509;0;3508;3509;3509;0;;;;;;;;;;;;
orientdb;1.SimpleProduct1000000Nodes;load;2;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;17196;0,058153059;1,72E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;24;0,008;80;4058;4059;4059;0;4058;4059;4059;0;;;;;;;;;;;;
orientdb;1.SimpleProduct1000000Nodes;load;3;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;17687;0,056538701;1,77E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;86;4876;4879;4878;0;4876;4879;4878;0;;;;;;;;;;;;
orientdb;1.SimpleProduct1000000Nodes;run;1;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;315197;3172,619029;1443328;1;2;1,212121212;0;3;7;6,848484848;0,001;70;1664;658,7878788;0,424;73;32;2539519;127,183694;6,132;32;2539519;126,049996;6,612;33;1225727;128,0339683;5,746;;;;;;;;
orientdb;1.SimpleProduct1000000Nodes;run;2;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;283754;3524,179395;1491456;1;2;1,866666667;0;3;7;6,833333333;0,001;70;1868;745,2333333;0,439;70;32;3557375;113,7706417;6,146;32;2052095;107,491482;5,712;34;3557375;118,4800162;6,453;;;;;;;;
orientdb;1.SimpleProduct1000000Nodes;run;3;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;311846;3206,711005;1536512;1;2;1,272727273;0;3;7;6,848484848;0,001;70;1921;751,6666667;0,448;92;33;4118527;125,9891597;6,566;33;4118527;122,863317;7,096;34;2207743;128,3335441;6,139;;;;;;;;
sparksee;1.SimpleProduct1000000Nodes;load;1;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;948;1,054852321;526592;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;355200;955;955;955;0;955;955;955;0;;;;;;;;;;;;
sparksee;1.SimpleProduct1000000Nodes;load;2;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;729;1,371742112;383104;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;274304;948;948;948;0;948;948;948;0;;;;;;;;;;;;
sparksee;1.SimpleProduct1000000Nodes;load;3;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;1186;0,84317032;608000;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;505216;966;966;966;0;966;966;966;0;;;;;;;;;;;;
sparksee;1.SimpleProduct1000000Nodes;run;1;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,429;;;;;0,877;;;;1,339;;;;0,028;;;;;;;;
sparksee;1.SimpleProduct1000000Nodes;run;2;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,396;;;;;0,054;;;;0,042;;;;0,061;;;;;;;;
sparksee;1.SimpleProduct1000000Nodes;run;3;1;1000000;1;1;1;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,38;;;;;0,031;;;;0,027;;;;0,031;;;;;;;;
orientdb;2.MoreComplexProduct1000000Nodes;load;1;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;9587;0,104307917;9564160;1;1;1;0;3;6;4,5;0,002;15;34;24,5;0,01;73;3866;3867;3867;0;3866;3867;3867;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct1000000Nodes;load;2;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;16291;0,061383586;1,63E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;24;0,008;73;4252;4255;4254;0;4252;4255;4254;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct1000000Nodes;load;3;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;16413;0,060927314;1,64E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;79;3668;3669;3669;0;3668;3669;3669;0;;;;;;;;;;;;
orientdb;2.MoreComplexProduct1000000Nodes;run;1;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;236936;4220,549009;1473024;1;2;1,28;0;3;7;6,8;0,001;70;2117;796,32;0,538;72;31;1977343;110,1368289;5,483;31;1652735;90,913534;4,338;33;1977343;129,3248945;6,426;;;;;;;;
orientdb;2.MoreComplexProduct1000000Nodes;run;2;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;274495;3643,053608;1359360;1;2;1,827586207;0;3;7;6,827586207;0,001;70;1743;764,6551724;0,505;77;32;1412095;128,9472994;5,225;32;865791;112,833664;4,608;33;1412095;145,0314043;5,775;;;;;;;;
orientdb;2.MoreComplexProduct1000000Nodes;run;3;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;258486;3868,681476;1496576;1;2;1,407407407;0;3;7;6,814814815;0,001;70;1929;778,6296296;0,52;82;33;2222079;120,8904216;5,226;33;1839103;105,767951;4,805;35;2222079;135,9851782;5,615;;;;;;;;
sparksee;2.MoreComplexProduct1000000Nodes;load;1;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;1000;1;605952;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;328576;929;929;929;0;929;929;929;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct1000000Nodes;load;2;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;724;1,38121547;443264;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;206400;983;983;983;0;983;983;983;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct1000000Nodes;load;3;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;739;1,353179973;336512;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;342400;961;961;961;0;961;961;961;0;;;;;;;;;;;;
sparksee;2.MoreComplexProduct1000000Nodes;run;1;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,412;;;;;0,029;;;;0,026;;;;0,029;;;;;;;;
sparksee;2.MoreComplexProduct1000000Nodes;run;2;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,387;;;;;0,224;;;;0,307;;;;0,074;;;;;;;;
sparksee;2.MoreComplexProduct1000000Nodes;run;3;1;1000000;16;32;32;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,384;;;;;0,03;;;;0,026;;;;0,029;;;;;;;;
orientdb;3.MostComplexProduct1000000Nodes;load;1;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;9874;0,101276079;9850880;1;1;1;0;3;6;4,5;0,002;15;35;25;0,01;83;3806;3807;3807;0;3806;3807;3807;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct1000000Nodes;load;2;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;16856;0,059326056;1,68E+07;1;1;1;0;3;7;5,333333333;0,002;15;34;24;0,008;83;3664;3665;3665;0;3664;3665;3665;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct1000000Nodes;load;3;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;16829;0,059421237;1,68E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;86;4056;4057;4057;0;4056;4057;4057;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct1000000Nodes;run;1;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;301783;3313,639271;1389056;1;2;1,5;0,001;3;7;6,84375;0,001;70;1569;617,71875;0,433;72;33;1810431;142,5049707;5,71;33;859135;126,192697;5,229;35;1810431;158,8152545;6,153;;;;;;;;
orientdb;3.MostComplexProduct1000000Nodes;run;2;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;291015;3436,248991;1410560;1;2;1,516129032;0;3;7;6,838709677;0,001;70;1791;715,8387097;0,462;85;32;2254847;137,3482333;5,759;32;2254847;123,431956;5,788;34;1482751;151,2628129;5,73;;;;;;;;
orientdb;3.MostComplexProduct1000000Nodes;run;3;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;301051;3321,696324;1555968;1;2;1,71875;0;3;7;6,84375;0,001;70;1811;629,96875;0,336;69;33;1567743;142,0920714;5,75;33;1567743;120,759163;5,013;34;1538047;163,4223775;6,404;;;;;;;;
sparksee;3.MostComplexProduct1000000Nodes;load;1;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;1006;0,994035785;463232;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;477824;970;970;970;0;970;970;970;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct1000000Nodes;load;2;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;962;1,03950104;518784;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;373888;943;943;943;0;943;943;943;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct1000000Nodes;load;3;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;684;1,461988304;488320;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;128096;951;951;951;0;951;951;951;0;;;;;;;;;;;;
