database;workloadName;phase;run;recordcount;operationcount;productsperorder;componentsperproduct;testparametercount;fieldlength;insertproportion;readproportion;scanproportion;updateproportion;onlynodes;index;overall time (ms);overall throughput (ops/sec);initialise average (ms);sys_load_avg min;sys_load_avg max;sys_load_avg average;sys_load_avg StdD;thread_count min;thread_count max;thread_count average;thread_count StdD;used_mem_mb min;used_mem_mb max;used_mem_mb average;used_mem_mb StdD;cleanup average;insert min (us);insert max (us);insert average (us);insert StdD (us);insertNode min (us);insertNode max (us);insertNode average (us);insertNode StdD (us);insertEdge min (us);insertEdge max (us);insertEdge average (us);insertEdge StdD (us);read min (us);read max (us);read average (us);read StdD (us);scan min (us);scan max (us);scan average (us);scan StdD (us)
orientdb;3.ProbingNodeSize10kB;run;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;14232;702,6419337;1237504;2;2;2;0;3;7;5,333333333;0,002;17;126;69,66666667;0,045;99;35;257407;491,732299;7,561;57;227455;663,5183;8,797;35;257407;362,879913;6,478;;;;;;;;
sparksee;3.ProbingNodeSize10kB;load;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;3.ProbingNodeSize10kB;load;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;3.ProbingNodeSize10kB;load;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;3.ProbingNodeSize10kB;run;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;449;0;;1;1;1;0;2;3;2,5;0,001;12;13;12,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;3.ProbingNodeSize10kB;run;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;255;0;;1;1;1;0;2;3;2,5;0,001;12;13;12,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;3.ProbingNodeSize10kB;run;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;449;0;;1;1;1;0;2;3;2,5;0,001;12;13;12,5;0,001;;;;;;;;;;;;;;;;;;;;;
apachejena;3.ProbingNodeSize10kB;load;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;2261;0,442282176;1790464;2;2;2;0;2;3;2,5;0,001;11;60;35,5;0,025;284800;161792;161919;161856;0;161792;161919;161856;0;;;;;;;;;;;;
apachejena;3.ProbingNodeSize10kB;load;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;2508;0,398724083;2087424;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;193088;199808;199935;199872;0;199808;199935;199872;0;;;;;;;;;;;;
apachejena;3.ProbingNodeSize10kB;load;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;2377;0,420698359;2033152;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;227520;91456;91519;91488;0;91456;91519;91488;0;;;;;;;;;;;;
apachejena;3.ProbingNodeSize10kB;run;1;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;3094397;3,231647394;437120;1;2;1,067524116;0;2;3;2,996784566;0;15;194;70,41157556;0,036;85408;55456;793087;132446,4653;69,079;60320;779775;133385,9552;68,984;55456;793087;131741,7774;69,142;;;;;;;;
apachejena;3.ProbingNodeSize10kB;run;2;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;3124624;3,20038507;440704;1;2;1,121019108;0;2;3;2,996815287;0;16;194;69,24840764;0,036;186816;59168;939519;133741,4936;76,113;59168;897535;134691,7264;76,851;60224;939519;133028,7477;75,546;;;;;;;;
apachejena;3.ProbingNodeSize10kB;run;3;1;10000;1;1;1;10000;1;0;;0;FALSE;TRUE;3081916;3,244734769;447872;1;2;1,103225806;0;2;3;2,996774194;0;14;183;69,86774194;0,036;82976;58944;816639;131913,2686;68,461;58944;816639;132522,4;68,45;60896;757759;131456,3744;68,466;;;;;;;;
neo4j;5.ProbingNodeSize1MBNoIndex;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;11633;0,085962348;1,04E+07;2;3;2,666666667;0;3;9;5;0,003;20;59;39;0,016;773376;443392;443647;443520;0;443392;443647;443520;0;;;;;;;;;;;;
neo4j;5.ProbingNodeSize1MBNoIndex;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;6475;0,154440154;4286464;1;1;1;0;3;3;3;0;11;36;23,5;0,013;1226240;903680;904191;903936;0;903680;904191;903936;0;;;;;;;;;;;;
neo4j;5.ProbingNodeSize1MBNoIndex;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;5617;0,178030977;3730432;2;2;2;0;3;3;3;0;11;36;23,5;0,013;1219072;613888;614399;614144;0;613888;614399;614144;0;;;;;;;;;;;;
neo4j;5.ProbingNodeSize1MBNoIndex;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;7068668;1,414693688;1621504;1;2;1,348870056;0;3;11;10,41525424;0,001;22;193;69,90677966;0,019;2,47E+07;53504;23609343;244395,2381;534,682;116352;23609343;350623,3984;636,781;53504;21151743;164716,15;425,863;;;;;;;;
neo4j;5.ProbingNodeSize1MBNoIndex;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;7753235;1,2897842;1960448;1;3;1,504504505;0,001;3;11;10,38223938;0,001;33;257;68,36164736;0,019;9457664;54016;36831231;268313,3646;733,337;112704;36831231;383557,9392;890,606;54016;34603007;181871,2895;573,396;;;;;;;;
neo4j;5.ProbingNodeSize1MBNoIndex;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;6905809;1,448056267;1987072;1;2;1,325144509;0;3;11;10,41040462;0,001;34;195;79,05491329;0,025;2,22E+07;54048;24313855;238122,2767;570,154;119552;22740991;353749,5744;675,722;54048;24313855;151393,1305;457,025;;;;;;;;
orientdb;5.ProbingNodeSize1MBNoIndex;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;22713;0,044027649;2,27E+07;1;2;1,25;0;3;7;5,75;0,002;15;66;34,5;0,019;122;9912;9919;9916;0;9912;9919;9916;0;;;;;;;;;;;;
orientdb;5.ProbingNodeSize1MBNoIndex;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;16304;0,061334642;1,62E+07;1;1;1;0;3;7;5,333333333;0,002;15;64;34,33333333;0,021;85;10704;10711;10708;0;10704;10711;10708;0;;;;;;;;;;;;
orientdb;5.ProbingNodeSize1MBNoIndex;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;17132;0,058370301;1,71E+07;2;2;2;0;3;7;5,333333333;0,002;15;65;34,66666667;0,022;114;10080;10087;10084;0;10080;10087;10084;0;;;;;;;;;;;;
orientdb;5.ProbingNodeSize1MBNoIndex;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;4392261;2,276731733;1197568;1;3;1,970521542;0;3;7;6,988662132;0;34;267;125,2426304;0,046;110;46;2338815;76663,06699;161,57;2842;2338815;121604,3203;191,801;46;1744895;42953,75608;124,262;;;;;;;;
orientdb;5.ProbingNodeSize1MBNoIndex;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;3723769;2,685451219;1555968;1;2;1,962566845;0;3;7;6,986631016;0;34;241;129,6737968;0,044;78;43;2064383;62194,9349;142,634;2836;2064383;108386,5075;175,663;43;2049023;27547,79073;98,276;;;;;;;;
orientdb;5.ProbingNodeSize1MBNoIndex;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;3958184;2,526411102;1315328;1;2;1,989924433;0;3;7;6,987405542;0;34;273;112,1032746;0,042;69;44;2445311;70729,86778;150,951;2732;2445311;113993,2037;181,768;44;1700863;38279,12076;112,42;;;;;;;;
sparksee;5.ProbingNodeSize1MBNoIndex;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MBNoIndex;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MBNoIndex;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MBNoIndex;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;251;0;;2;2;2;0;2;3;2,5;0,001;30;31;30,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MBNoIndex;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;254;0;;2;2;2;0;2;3;2,5;0,001;30;31;30,5;0,001;;;;;;;;;;;;;;;;;;;;;
sparksee;5.ProbingNodeSize1MBNoIndex;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;251;0;;2;2;2;0;2;3;2,5;0,001;30;31;30,5;0,001;;;;;;;;;;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MBNoIndex;load;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;3023;0,330797221;2095616;2;2;2;0;2;3;2,5;0,001;11;51;31;0,02;323712;527872;528383;528128;0;527872;528383;528128;0;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MBNoIndex;load;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;2301;0,434593655;1782272;1;1;1;0;2;3;2,5;0,001;11;51;31;0,02;214336;226176;226303;226240;0;226176;226303;226240;0;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MBNoIndex;load;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;2632;0,37993921;1992192;2;2;2;0;2;3;2,5;0,001;11;51;31;0,02;239296;321024;321279;321152;0;321024;321279;321152;0;;;;;;;;;;;;
apachejena;5.ProbingNodeSize1MBNoIndex;run;1;1;10000;1;1;1;1000000;1;0;;0;FALSE;;6125840;1,632429185;442496;1;2;1,024429967;0;2;3;2,998371336;0;22;180;64,6286645;0,017;115296;55200;2111487;212741,3509;103,818;115136;894463;272977,5648;99,499;55200;2111487;167559,6724;81,694;;;;;;;;
apachejena;5.ProbingNodeSize1MBNoIndex;run;2;1;10000;1;1;1;1000000;1;0;;0;FALSE;;6258567;1,59780985;440960;1;2;1,057416268;0;2;3;2,998405104;0;17;202;63,88357257;0,018;273792;55680;1027071;219245,1432;101,448;123584;1027071;277615,0112;99,154;55680;806911;175463,3639;78,515;;;;;;;;
apachejena;5.ProbingNodeSize1MBNoIndex;run;3;1;10000;1;1;1;1000000;1;0;;0;FALSE;;6333108;1,579003548;448896;1;2;1,036220472;0;2;3;2,998425197;0;21;172;63,26614173;0,017;200128;60064;2160639;221840,2661;103,563;120960;1220607;281602,3808;98,82;60064;2160639;177014,1974;82,201;;;;;;;;
neo4j;1.ProbingNodeCountNoIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;FALSE;;4583;0,218197687;3206144;1;1;1;0;3;3;3;0;11;63;37;0,026;911616;447744;447999;447872;0;447744;447999;447872;0;;;;;;;;;;;;
neo4j;1.ProbingNodeCountNoIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;FALSE;;4667;0,214270409;3208192;2;2;2;0;3;3;3;0;12;62;37;0,025;1164800;278016;278271;278144;0;278016;278271;278144;0;;;;;;;;;;;;
neo4j;1.ProbingNodeCountNoIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;FALSE;;5157;0,193911189;2853888;1;1;1;0;3;3;3;0;12;63;37,5;0,026;1684992;598528;599039;598784;0;598528;599039;598784;0;;;;;;;;;;;;
neo4j;1.ProbingNodeCountNoIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;FALSE;;196632;5,085642215;1723904;1;2;1,095238095;0;3;11;9,619047619;0,002;15;87;54,71428571;0,019;2866176;53920;394751;82235,99314;28,06;53920;394751;81035,6;27,203;55296;343551;83137,18919;28,653;;;;;;;;
neo4j;1.ProbingNodeCountNoIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;FALSE;;193592;5,165502707;1676800;2;2;2;0;3;11;9,619047619;0,002;15;88;53,71428571;0,02;2468864;55904;403455;81124,61063;28,071;55904;403455;81186,336;28,724;59392;333567;81078,27027;27,571;;;;;;;;
neo4j;1.ProbingNodeCountNoIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;FALSE;;192532;5,193941786;1659392;1;2;1,428571429;0;3;11;9,476190476;0,002;15;85;50,33333333;0,019;2636800;56288;345343;80604,50086;26,609;56288;345343;80566,64;26,131;56832;313599;80632,92492;26,963;;;;;;;;
orientdb;1.ProbingNodeCountNoIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;FALSE;;15130;0,066093853;1,51E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;34;24;0,008;82;4068;4069;4069;0;4068;4069;4069;0;;;;;;;;;;;;
orientdb;1.ProbingNodeCountNoIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;FALSE;;15945;0,062715585;1,59E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;24;0,008;72;3656;3657;3657;0;3656;3657;3657;0;;;;;;;;;;;;
orientdb;1.ProbingNodeCountNoIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;FALSE;;15530;0,0643915;1,55E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;90;4014;4015;4015;0;4014;4015;4015;0;;;;;;;;;;;;
orientdb;1.ProbingNodeCountNoIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;FALSE;;3631;275,4062242;1264128;2;2;2;0;3;6;4,5;0,002;16;76;46;0,03;66;77;144383;967,4429674;8,383;77;104063;914,507;7,342;83;144383;1007,184685;9,086;;;;;;;;
orientdb;1.ProbingNodeCountNoIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;FALSE;;3765;265,6042497;1263104;1;1;1;0;3;6;4,5;0,002;12;16;14;0,002;69;68;173183;1024,924957;8,888;68;164351;1132,858;10,03;76;173183;943,8941441;7,922;;;;;;;;
orientdb;1.ProbingNodeCountNoIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;FALSE;;3536;282,8054299;1212928;1;2;1,5;0,001;3;6;4,5;0,002;16;76;46;0,03;76;73;143999;946,4794168;7,873;73;143999;1213,195;9,824;81;94463;746,2424925;5,998;;;;;;;;
sparksee;1.ProbingNodeCountNoIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;FALSE;;751;1,331557923;285568;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;400768;950;950;950;0;950;950;950;0;;;;;;;;;;;;
sparksee;1.ProbingNodeCountNoIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;FALSE;;484;2,066115702;291456;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;125088;970;970;970;0;970;970;970;0;;;;;;;;;;;;
sparksee;1.ProbingNodeCountNoIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;FALSE;;489;2,044989775;285568;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;142144;973;973;973;0;973;973;973;0;;;;;;;;;;;;
sparksee;1.ProbingNodeCountNoIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;FALSE;;1130;884,9557522;279168;1;1;1;0;2;3;2,5;0,001;12;31;21,5;0,01;254400;40;1367;211,5218696;0,193;40;1367;51,478;0,043;83;1365;331,6749249;0,173;;;;;;;;
sparksee;1.ProbingNodeCountNoIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;FALSE;;1081;925,0693802;207424;1;1;1;0;2;3;2,5;0,001;12;31;21,5;0,01;268672;41;1561;213,8559177;0,194;41;1126;52,802;0,036;80;1561;334,7672673;0,175;;;;;;;;
sparksee;1.ProbingNodeCountNoIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;FALSE;;1077;928,5051068;273536;1;1;1;0;2;3;2,5;0,001;12;31;21,5;0,01;209728;40;1785;210,8040309;0,193;40;1132;51,342;0,035;81;1785;330,5202703;0,175;;;;;;;;
apachejena;1.ProbingNodeCountNoIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;FALSE;;2035;0,491400491;1682944;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;237632;88576;88639;88608;0;88576;88639;88608;0;;;;;;;;;;;;
apachejena;1.ProbingNodeCountNoIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;FALSE;;1987;0,503271263;1638912;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;234560;88320;88383;88352;0;88320;88383;88352;0;;;;;;;;;;;;
apachejena;1.ProbingNodeCountNoIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;FALSE;;2058;0,485908649;1702400;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;189248;145152;145279;145216;0;145152;145279;145216;0;;;;;;;;;;;;
apachejena;1.ProbingNodeCountNoIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;FALSE;;261572;3,823039163;423808;1;2;1,464285714;0;2;3;2,964285714;0;15;74;43,64285714;0,018;7654;56448;526335;111865,5369;54,997;56448;408319;111060,608;54,301;57152;526335;112469,8378;55,506;;;;;;;;
apachejena;1.ProbingNodeCountNoIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;FALSE;;303636;3,293417118;447616;1;1;1;0;2;3;2,96875;0;15;75;41,03125;0,018;7710;57728;934911;129889,729;88,686;57728;934911;127805,232;85,145;58144;852991;131454,6667;91,224;;;;;;;;
apachejena;1.ProbingNodeCountNoIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;FALSE;;232451;4,301981923;446080;1;1;1;0;2;3;2,96;0;13;73;42,36;0,019;42800;52992;493823;99350,38765;52,878;58496;493823;98145,344;51,802;52992;448511;100255,0751;53,653;;;;;;;;
neo4j;2.ProbingNodeCountNoIndex10000Nodes;load;1;1;10000;1;1;1;10;1;0;;0;FALSE;;5051;0,197980598;3537920;2;2;2;0;3;3;3;0;12;62;37;0,025;1018112;478464;478719;478592;0;478464;478719;478592;0;;;;;;;;;;;;
neo4j;2.ProbingNodeCountNoIndex10000Nodes;load;2;1;10000;1;1;1;10;1;0;;0;FALSE;;4441;0,22517451;2974720;2;2;2;0;3;3;3;0;11;63;37;0,026;1066496;384512;384767;384640;0;384512;384767;384640;0;;;;;;;;;;;;
neo4j;2.ProbingNodeCountNoIndex10000Nodes;load;3;1;10000;1;1;1;10;1;0;;0;FALSE;;4517;0,221385876;3044352;1;2;1,5;0,001;3;3;3;0;11;63;37;0,026;817408;635904;636415;636160;0;635904;636415;636160;0;;;;;;;;;;;;
neo4j;2.ProbingNodeCountNoIndex10000Nodes;run;1;1;10000;1;1;1;10;1;0;;0;FALSE;;2611054;3,829871002;2006528;1;3;1,988593156;0;3;11;9,980988593;0,001;15;92;60,14448669;0,015;2325504;55552;2949119;111661,2213;50,374;55552;1145855;111021,2368;45,737;55712;2949119;112141,2577;53,585;;;;;;;;
neo4j;2.ProbingNodeCountNoIndex10000Nodes;run;2;1;10000;1;1;1;10;1;0;;0;FALSE;;2677480;3,734855162;1978880;1;3;1,936802974;0;3;11;10,01486989;0,001;15;90;60,63568773;0,014;2151424;55424;1409023;114513,5992;51,915;56384;920063;113826,5552;50,707;55424;1409023;115028,9337;52,797;;;;;;;;
neo4j;2.ProbingNodeCountNoIndex10000Nodes;run;3;1;10000;1;1;1;10;1;0;;0;FALSE;;2658829;3,761054208;1732096;1;2;1,741573034;0;3;11;10,01498127;0,001;15;92;61,94756554;0,016;2395136;55424;823295;113715,7991;43,763;59520;823295;113062,032;43,114;55424;666623;114206,1734;44,238;;;;;;;;
orientdb;2.ProbingNodeCountNoIndex10000Nodes;load;1;1;10000;1;1;1;10;1;0;;0;FALSE;;17531;0,057041812;1,75E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;22,66666667;0,009;94;3650;3651;3651;0;3650;3651;3651;0;;;;;;;;;;;;
orientdb;2.ProbingNodeCountNoIndex10000Nodes;load;2;1;10000;1;1;1;10;1;0;;0;FALSE;;18108;0,05522421;1,81E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;22,33333333;0,009;108;3526;3527;3527;0;3526;3527;3527;0;;;;;;;;;;;;
orientdb;2.ProbingNodeCountNoIndex10000Nodes;load;3;1;10000;1;1;1;10;1;0;;0;FALSE;;18943;0,052789949;1,89E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;22,33333333;0,008;81;3522;3523;3523;0;3522;3523;3523;0;;;;;;;;;;;;
orientdb;2.ProbingNodeCountNoIndex10000Nodes;run;1;1;10000;1;1;1;10;1;0;;0;FALSE;;11483;870,8525647;1197568;1;2;1,666666667;0;3;7;5,333333333;0,002;17;128;75;0,045;116;31;241663;426,5376307;6,703;31;241663;362,057;5,797;32;222847;474,9029403;7,309;;;;;;;;
orientdb;2.ProbingNodeCountNoIndex10000Nodes;run;2;1;10000;1;1;1;10;1;0;;0;FALSE;;12171;821,6251746;1326592;2;2;2;0;3;7;5,333333333;0,002;17;96;50,33333333;0,033;82;32;348415;449,8135608;6,926;32;348415;422,6239;7,299;33;213631;470,2078458;6,633;;;;;;;;
orientdb;2.ProbingNodeCountNoIndex10000Nodes;run;3;1;10000;1;1;1;10;1;0;;0;FALSE;;10806;925,4118083;1226240;2;2;2;0;3;7;5,333333333;0,002;17;132;57,66666667;0,053;99;31;186623;396,188325;6,061;31;176639;410,5976;6,026;32;186623;385,380288;6,088;;;;;;;;
sparksee;2.ProbingNodeCountNoIndex10000Nodes;load;1;1;10000;1;1;1;10;1;0;;0;FALSE;;588;1,700680272;306048;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;217152;962;962;962;0;962;962;962;0;;;;;;;;;;;;
sparksee;2.ProbingNodeCountNoIndex10000Nodes;load;2;1;10000;1;1;1;10;1;0;;0;FALSE;;547;1,828153565;222528;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;258752;953;953;953;0;953;953;953;0;;;;;;;;;;;;
sparksee;2.ProbingNodeCountNoIndex10000Nodes;load;3;1;10000;1;1;1;10;1;0;;0;FALSE;;698;1,432664756;278400;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;354176;977;977;977;0;977;977;977;0;;;;;;;;;;;;
sparksee;2.ProbingNodeCountNoIndex10000Nodes;run;1;1;10000;1;1;1;10;1;0;;0;FALSE;;37492;266,7235677;285056;1;1;1;0;2;3;2,8;0;12;62;36,6;0,018;417664;37;12039;1562,496871;1,876;37;2295;44,9115;0,025;82;12039;2700,79973;1,77;;;;;;;;
sparksee;2.ProbingNodeCountNoIndex10000Nodes;run;2;1;10000;1;1;1;10;1;0;;0;FALSE;;37985;263,2618139;278656;1;1;1;0;2;3;2,8;0;12;63;36;0,019;352384;38;10591;1586,651937;1,904;38;5391;46,0815;0,055;83;10591;2742,19532;1,796;;;;;;;;
sparksee;2.ProbingNodeCountNoIndex10000Nodes;run;3;1;10000;1;1;1;10;1;0;;0;FALSE;;37689;265,3294065;332160;1;1;1;0;2;3;2,8;0;12;63;36,8;0,019;296064;38;8343;1573,966312;1,891;38;5719;46,7138;0,06;79;8343;2719,520252;1,787;;;;;;;;
apachejena;2.ProbingNodeCountNoIndex10000Nodes;load;1;1;10000;1;1;1;10;1;0;;0;FALSE;;2174;0,459981601;1819136;2;2;2;0;2;3;2,5;0,001;12;59;35,5;0,024;187840;142848;142975;142912;0;142848;142975;142912;0;;;;;;;;;;;;
apachejena;2.ProbingNodeCountNoIndex10000Nodes;load;2;1;10000;1;1;1;10;1;0;;0;FALSE;;2058;0,485908649;1651200;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;234688;149504;149631;149568;0;149504;149631;149568;0;;;;;;;;;;;;
apachejena;2.ProbingNodeCountNoIndex10000Nodes;load;3;1;10000;1;1;1;10;1;0;;0;FALSE;;2066;0,484027106;1805824;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;145856;89088;89151;89120;0;89088;89151;89120;0;;;;;;;;;;;;
apachejena;2.ProbingNodeCountNoIndex10000Nodes;run;1;1;10000;1;1;1;10;1;0;;0;FALSE;;3141430;3,183263673;433792;1;2;1,164556962;0;2;3;2,996835443;0;16;194;76,98101266;0,042;116320;60800;955903;134558,8239;72,881;60800;955903;134142,0512;73,351;60832;909311;134871,4347;72,524;;;;;;;;
apachejena;2.ProbingNodeCountNoIndex10000Nodes;run;2;1;10000;1;1;1;10;1;0;;0;FALSE;;3188555;3,136216876;435840;1;2;1,078125;0;2;3;2,996875;0;16;191;74,440625;0,041;91424;60224;892927;136581,0883;76,251;60672;892927;135978,2448;75,893;60224;833023;137033,2661;76,515;;;;;;;;
apachejena;2.ProbingNodeCountNoIndex10000Nodes;run;3;1;10000;1;1;1;10;1;0;;0;FALSE;;3116229;3,209006784;448384;1;2;1,03514377;0;2;3;2,996805112;0;14;191;74,01916933;0,041;86688;58368;842751;133480,1783;69,604;59776;800767;132801,624;69,056;58368;842751;133989,1449;70,008;;;;;;;;
orientdb;4.ProbingNodeCountNoIndex1000000Nodes;load;1;1;1000000;1;1;1;10;1;0;;0;FALSE;;9812;0,101916021;9785344;1;1;1;0;3;6;4,5;0,002;15;35;25;0,01;115;4336;4339;4338;0;4336;4339;4338;0;;;;;;;;;;;;
orientdb;4.ProbingNodeCountNoIndex1000000Nodes;load;2;1;1000000;1;1;1;10;1;0;;0;FALSE;;17078;0,058554866;1,70E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,66666667;0,008;78;3660;3661;3661;0;3660;3661;3661;0;;;;;;;;;;;;
orientdb;4.ProbingNodeCountNoIndex1000000Nodes;load;3;1;1000000;1;1;1;10;1;0;;0;FALSE;;17461;0,057270489;1,74E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;76;3742;3743;3743;0;3742;3743;3743;0;;;;;;;;;;;;
orientdb;4.ProbingNodeCountNoIndex1000000Nodes;run;1;1;1000000;1;1;1;10;1;0;;0;FALSE;;224288;4458,553289;1421824;1;2;1,708333333;0;3;7;6,791666667;0,001;70;2283;865,0833333;0,566;73;32;2803711;88,89025951;4,503;32;2803711;76,374011;4,247;33;2750463;98,27745528;4,687;;;;;;;;
orientdb;4.ProbingNodeCountNoIndex1000000Nodes;run;2;1;1000000;1;1;1;10;1;0;;0;FALSE;;275607;3628,354868;1499648;1;2;1,724137931;0;3;7;6,827586207;0,001;70;2175;683,6551724;0,457;82;34;2390015;110,6140751;5,535;34;1663999;87,477578;4,154;35;2390015;127,9664652;6,378;;;;;;;;
orientdb;4.ProbingNodeCountNoIndex1000000Nodes;run;3;1;1000000;1;1;1;10;1;0;;0;FALSE;;297293;3363,684984;1526272;1;2;1,806451613;0;3;7;6,838709677;0,001;70;1525;716,2903226;0,402;69;32;3090431;119,7852646;6,651;32;3090431;100,406285;6,227;33;2369535;134,3195138;6,952;;;;;;;;
sparksee;4.ProbingNodeCountNoIndex1000000Nodes;load;1;1;1000000;1;1;1;10;1;0;;0;FALSE;;494;2,024291498;308864;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;120160;971;971;971;0;971;971;971;0;;;;;;;;;;;;
sparksee;4.ProbingNodeCountNoIndex1000000Nodes;load;2;1;1000000;1;1;1;10;1;0;;0;FALSE;;555;1,801801802;287616;2;2;2;0;2;3;2,5;0,001;10;15;12,5;0,003;204352;964;964;964;0;964;964;964;0;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
